,LEMMA,freq,FORM,POSTAG,DEPREL
211545,essere,269760,esser,V,subj
212572,essere,269760,ESSERE,VA,mod_rel
212819,essere,269760,siano,VA,sub
213338,essere,269760,Sarai,V,mod
215192,essere,269760,sono,V,con
220472,essere,269760,sarebbero,V,disj
222066,essere,269760,ero,VA,ROOT
223977,essere,269760,siate,V,conj
224964,essere,269760,fui,VA,sub
225663,essere,269760,Essendo-,V,mod
227633,essere,269760,erano,VA,comp
228435,essere,269760,stati,VA,sub
231298,essere,269760,eravamo,V,prep
235462,essere,269760,essere,V,obj
236169,essere,269760,saresti,V,conj
238729,essere,269760,Sono,V,prep
242368,essere,269760,È,V,pred
243195,essere,269760,Sei,V,pred
244273,essere,269760,Ero,V,mod_rel
244518,essere,269760,stata,VA,conj
250751,essere,269760,esser-,VA,arg
250916,essere,269760,essendo,V,subj_pass
252547,essere,269760,fossimo,V,mod_rel
259925,essere,269760,sarebbe,VA,conj
260840,essere,269760,Siamo,VA,ROOT
262782,essere,269760,STATA,V,arg
267062,essere,269760,Sei,V,sub
269140,essere,269760,Fu,V,mod
275381,essere,269760,Sei,V,aux
278966,essere,269760,eravamo,V,_
284481,essere,269760,SAREBBERO,VA,aux
284665,essere,269760,Stati,V,mod_rel
285525,essere,269760,Essendo,V,aux
285792,essere,269760,Sarò,V,arg
286298,essere,269760,fossimo,V,ROOT
287621,essere,269760,Fosse,V,arg
287850,essere,269760,siamo,VA,mod_rel
289099,essere,269760,esser,V,pred
291229,essere,269760,SIAMO,VA,aux
296129,essere,269760,esser-,V,punc
301178,essere,269760,SIANO,VA,aux
304322,essere,269760,essere,S,obj
305624,essere,269760,essere,S,ROOT
309284,essere,269760,Siano,VA,aux
309285,essere,269760,ESSERI,S,subj
310083,essere,269760,STATA,V,prep
310314,essere,269760,Fu,VA,conj
311037,essere,269760,essere,VA,subj
311725,essere,269760,fu,VA,sub
314366,essere,269760,essere,VA,conj
314929,essere,269760,sono,VA,disj
315517,essere,269760,essendo-,V,conj
315772,essere,269760,furono,V,pred
320701,essere,269760,esser-,VA,pred
325463,essere,269760,fossimo,V,mod
326621,essere,269760,essere,VA,pred
327432,essere,269760,sarebbe,V,subj_pass
335266,essere,269760,stata,VA,mod
335552,essere,269760,sarete,V,sub
335607,essere,269760,eri,V,prep
335868,essere,269760,essendo,VA,ROOT
336733,essere,269760,furono,VA,ROOT
336810,essere,269760,sarà,VA,ROOT
336820,essere,269760,siete,VA,aux
336834,essere,269760,foste,V,sub
337127,essere,269760,Essendo,VA,ROOT
337397,essere,269760,È,V,prep
337917,essere,269760,stata,VA,ROOT
338014,essere,269760,furono,VA,mod
338090,essere,269760,È,V,mod_rel
338307,essere,269760,Essendo,VA,aux
338991,essere,269760,essendo,VA,aux
339173,essere,269760,saranno,VA,disj
340370,essere,269760,fu,VA,prep
341312,essere,269760,sarà,VA,mod
341570,essere,269760,sarebbe,VA,ROOT
341822,essere,269760,essere,S,mod
346360,essere,269760,sii,V,mod_rel
347041,essere,269760,è,VA,disj
347981,essere,269760,esseri,S,subj_pass
351494,essere,269760,sarai,VA,aux
354662,essere,269760,eravate,V,arg
355451,essere,269760,essere,VA,_
356175,essere,269760,essendo,VA,mod
356776,essere,269760,sarete,V,ROOT
358529,essere,269760,sarebbe,VA,sub
358649,essere,269760,esser,V,mod
358862,essere,269760,essere,VA,mod
358954,essere,269760,sarà,VA,mod_rel
358970,essere,269760,siate,V,prep
360852,essere,269760,siamo,VA,conj
362252,essere,269760,fui,V,mod
362354,essere,269760,stata,VA,prep
362670,essere,269760,furono,VA,conj
363972,essere,269760,Essendo,VA,_
364296,essere,269760,Sarebbero,VA,aux
366583,essere,269760,Furono,VA,ROOT
368042,essere,269760,erano,VA,arg
368106,essere,269760,era,VA,prep
370777,essere,269760,sei,VA,ROOT
371224,essere,269760,esser-,V,mod
372555,essere,269760,fossero,VA,arg
373242,essere,269760,stato,VA,mod
373487,essere,269760,Sarebbero,VA,ROOT
373498,essere,269760,Erano,VA,ROOT
373889,essere,269760,furono,VA,sub
375119,essere,269760,stati,VA,arg
380323,essere,269760,saranno,VA,arg
385002,essere,269760,sarete,V,conj
385302,essere,269760,sarete,V,mod_rel
388749,essere,269760,furono,V,subj
389157,essere,269760,SOno,V,mod_rel
390258,essere,269760,fu,VA,subj
391277,essere,269760,fossero,VA,ROOT
395630,essere,269760,Erano,V,mod
397709,essere,269760,sarà,VA,arg
399175,essere,269760,erano,VA,prep
401066,essere,269760,eravate,V,mod_rel
401122,essere,269760,sarete,V,arg
401181,essere,269760,Fosse,VA,ROOT
401640,essere,269760,furono,VA,prep
404184,essere,269760,fossero,VA,mod
404295,essere,269760,sarebbero,VA,mod
404868,essere,269760,essendo-,V,prep
405403,essere,269760,sarà,VA,sub
412542,essere,269760,è,VA,prep
416255,essere,269760,sei,VA,prep
426579,essere,269760,esser-,VA,ROOT
427601,essere,269760,stata,VA,arg
427885,essere,269760,Fu,V,mod_rel
428187,essere,269760,Erano,V,mod_rel
430385,essere,269760,Ero,V,prep
432189,essere,269760,fossero,VA,sub
437365,essere,269760,SOno,V,ROOT
443036,essere,269760,È,VA,ROOT
443389,essere,269760,Fu,V,sub
445020,essere,269760,stato,VA,arg
445667,essere,269760,fossero,VA,conj
447388,essere,269760,eravate,V,sub
449984,essere,269760,eri,V,sub
454330,essere,269760,essere,S,subj_pass
455038,essere,269760,Fossero,VA,aux
459468,essere,269760,essere,S,conj
459473,essere,269760,essere,S,sub
459656,essere,269760,Sono,VA,conj
461031,essere,269760,fui,V,sub
461041,essere,269760,fummo,V,ROOT
461044,essere,269760,fummo,V,mod_rel
464363,essere,269760,fui,V,conj
465123,essere,269760,stato,VA,prep
466033,essere,269760,eravate,VA,mod
470499,essere,269760,fummo,V,sub
472444,essere,269760,fui,V,ROOT
474335,essere,269760,fummo,V,conj
474340,essere,269760,fu,V,disj
475503,essere,269760,eravate,V,ROOT
476910,essere,269760,fui,V,mod_rel
476957,essere,269760,siate,V,sub
477484,essere,269760,fu,VA,arg
477748,essere,269760,fui,V,arg
478601,essere,269760,eravamo,VA,sub
484164,essere,269760,furono,V,disj
486091,essere,269760,eravate,V,conj
486349,essere,269760,fummo,V,mod
490478,essere,269760,eravamo,VA,mod
502994,essere,269760,sarebbe,VA,arg
504732,essere,269760,siano,VA,mod
514598,essere,269760,esseri,S,disj
519319,essere,269760,fosse,VA,prep
524402,essere,269760,siate,V,arg
524951,essere,269760,sarà,VA,prep
532830,essere,269760,Siamo,V,prep
534141,essere,269760,Siamo,VA,arg
538487,avere,80872,ha,V,ROOT
538488,avere,80872,ha,VA,aux
538491,avere,80872,Ha,VA,aux
538496,avere,80872,abbiano,V,mod_rel
538504,avere,80872,hanno,VA,aux
538505,avere,80872,aver,VA,aux
538506,avere,80872,avrebbe,VA,aux
538511,avere,80872,hanno,V,ROOT
538514,avere,80872,ha,V,conj
538518,avere,80872,avuto,V,ROOT
538520,avere,80872,ho,VA,aux
538522,avere,80872,Ho,VA,ROOT
538525,avere,80872,ebbe,V,ROOT
538526,avere,80872,ebbero,V,ROOT
538527,avere,80872,avevano,VA,aux
538529,avere,80872,abbiamo,VA,aux
538531,avere,80872,avremmo,VA,aux
538533,avere,80872,hanno,VA,mod_rel
538534,avere,80872,Hanno,VA,aux
538540,avere,80872,Ha,V,ROOT
538595,avere,80872,avevo,V,ROOT
538596,avere,80872,avevo,V,sub
538599,avere,80872,avesse,VA,aux
538601,avere,80872,avevo,V,mod_rel
538604,avere,80872,avrei,VA,aux
538608,avere,80872,abbia,VA,aux
538611,avere,80872,avuto,V,prep
538616,avere,80872,ha,V,sub
538623,avere,80872,avere,V,mod_rel
538626,avere,80872,avuto,V,conj
538627,avere,80872,hanno,V,mod_rel
538631,avere,80872,avere,V,prep
538632,avere,80872,aveva,VA,aux
538643,avere,80872,Ho,VA,aux
538650,avere,80872,avendo,V,conj
538653,avere,80872,avendo,V,mod
538665,avere,80872,ebbe,V,sub
538666,avere,80872,ebbero,V,conj
538667,avere,80872,ha,V,mod_rel
538687,avere,80872,abbia,V,conj
538689,avere,80872,abbiano,VA,aux
538704,avere,80872,avete,VA,aux
538706,avere,80872,avessero,V,mod_rel
538714,avere,80872,avere,V,arg
538722,avere,80872,hanno,V,conj
538728,avere,80872,avere,V,disj
538731,avere,80872,hanno,VA,ROOT
538748,avere,80872,avranno,V,sub
538750,avere,80872,aver-,VA,aux
538776,avere,80872,avrebbe,V,mod_rel
538781,avere,80872,avrà,V,aux
538784,avere,80872,aveva,V,conj
538829,avere,80872,aveva,VA,mod_rel
538833,avere,80872,avessero,V,conj
538835,avere,80872,avevano,VA,conj
538843,avere,80872,avuto,V,mod_rel
538874,avere,80872,ebbe,V,mod_rel
538895,avere,80872,ho,V,conj
538896,avere,80872,aveva,V,ROOT
538903,avere,80872,Avere,V,subj
538913,avere,80872,abbiamo,V,ROOT
538916,avere,80872,avendo,V,arg
538929,avere,80872,abbiano,V,arg
538959,avere,80872,Avete,VA,aux
538963,avere,80872,abbiamo,VA,sub
538968,avere,80872,avranno,VA,conj
538974,avere,80872,ABBIAMO,VA,aux
538976,avere,80872,HA,VA,aux
538977,avere,80872,AVEVAMO,VA,aux
539012,avere,80872,abbia,VA,mod_rel
539022,avere,80872,ho,VA,conj
539025,avere,80872,ha,V,arg
539027,avere,80872,abbiamo,VA,ROOT
539031,avere,80872,abbia,V,mod_rel
539041,avere,80872,avranno,VA,aux
539045,avere,80872,ho,V,ROOT
539054,avere,80872,avendo,V,aux
539071,avere,80872,aveva,V,mod_rel
539073,avere,80872,hanno,V,disj
539076,avere,80872,avere,VA,aux
539099,avere,80872,avrebbero,VA,aux
539108,avere,80872,avevamo,VA,aux
539109,avere,80872,abbiamo,V,sub
539131,avere,80872,Abbiamo,VA,aux
539133,avere,80872,Avremmo,VA,aux
539151,avere,80872,avrà,V,mod_rel
539159,avere,80872,aver,V,arg
539165,avere,80872,aveva,V,sub
539170,avere,80872,abbia,V,sub
539185,avere,80872,avuto,V,sub
539252,avere,80872,avere,V,sub
539263,avere,80872,ho,VA,prep
539266,avere,80872,avevano,V,conj
539287,avere,80872,avrebbe,V,mod
539315,avere,80872,avessero,VA,aux
539337,avere,80872,avrà,V,ROOT
539391,avere,80872,ho,V,mod_rel
539392,avere,80872,HANNO,V,mod_rel
539393,avere,80872,AVRANNO,V,conj
539398,avere,80872,Ho,V,ROOT
539401,avere,80872,aveva,VA,mod
539407,avere,80872,avevo,V,conj
539455,avere,80872,avere,S,conj
539463,avere,80872,avere,V,ROOT
539516,avere,80872,ha,VA,mod_rel
539542,avere,80872,HANNO,VA,aux
539543,avere,80872,HA,V,ROOT
539561,avere,80872,avendo,V,ROOT
539590,avere,80872,Avrebbe,VA,aux
539621,avere,80872,hanno,V,arg
539627,avere,80872,ha,V,prep
539630,avere,80872,abbia,VA,prep
539674,avere,80872,avrà,V,conj
539741,avere,80872,Avevo,V,ROOT
539765,avere,80872,hanno,VA,conj
539788,avere,80872,avremo,V,ROOT
539789,avere,80872,avranno,V,ROOT
539803,avere,80872,avessero,V,sub
539804,avere,80872,aver,V,prep
539805,avere,80872,avuto,V,mod
539817,avere,80872,Avevo,V,aux
539833,avere,80872,Aver,VA,aux
539842,avere,80872,avesse,VA,mod_rel
539855,avere,80872,aver,V,ROOT
539894,avere,80872,Avendo,V,ROOT
539922,avere,80872,avere,S,prep
539930,avere,80872,Avranno,V,ROOT
539961,avere,80872,avere,V,conj
539981,avere,80872,aver-,V,prep
539991,avere,80872,avevano,V,ROOT
539993,avere,80872,avevano,VA,mod_rel
539994,avere,80872,abbiamo,VA,conj
540040,avere,80872,Abbiamo,VA,ROOT
540078,avere,80872,avevano,V,mod_rel
540123,avere,80872,Aveva,V,ROOT
540124,avere,80872,abbiano,V,sub
540144,avere,80872,hanno,V,sub
540173,avere,80872,avrei,VA,subj
540201,avere,80872,abbiamo,V,mod_rel
540316,avere,80872,avendo-,V,mod
540386,avere,80872,abbiamo,V,conj
540437,avere,80872,avevano,V,mod
540502,avere,80872,avere,VA,mod_rel
540563,avere,80872,avranno,V,mod_rel
540579,avere,80872,avete,VA,mod_rel
540592,avere,80872,avuto,V,aux
540645,avere,80872,avute,V,arg
540650,avere,80872,hai,V,sub
540652,avere,80872,avere,VA,prep
540657,avere,80872,hai,V,mod_rel
540709,avere,80872,ha,VA,conj
540715,avere,80872,avrà,V,arg
540749,avere,80872,avute,V,ROOT
540751,avere,80872,ho,V,sub
540807,avere,80872,avessimo,V,sub
540865,avere,80872,avrà,VA,aux
540900,avere,80872,aver,V,sub
540956,avere,80872,ho,VA,ROOT
540984,avere,80872,aver-,VA,ROOT
540992,avere,80872,avere,V,subj
541040,avere,80872,AVUTO,V,ROOT
541049,avere,80872,avendo,V,mod_rel
541059,avere,80872,ha,V,disj
541060,avere,80872,avuti,V,mod
541160,avere,80872,hai,V,mod
541175,avere,80872,avevo,V,aux
541406,avere,80872,avesse,VA,ROOT
541500,avere,80872,hanno,V,mod
541503,avere,80872,avremo,V,subj
541549,avere,80872,avesse,VA,sub
541577,avere,80872,avevano,V,sub
541617,avere,80872,ha,V,aux
541643,avere,80872,avrà,V,sub
541698,avere,80872,avremo,V,conj
541712,avere,80872,avranno,V,conj
541718,avere,80872,aventi,V,prep
541728,avere,80872,avevano,VA,prep
541766,avere,80872,hai,VA,aux
541838,avere,80872,avevano,VA,modal
541902,avere,80872,avrebbe,V,sub
541973,avere,80872,avessero,V,prep
541974,avere,80872,Avevamo,VA,aux
542020,avere,80872,avrò,V,sub
542078,avere,80872,aventi,V,conj
542103,avere,80872,avrei,VA,mod
542106,avere,80872,avute,V,mod
542109,avere,80872,avevo,VA,aux
542118,avere,80872,avrebbero,VA,ROOT
542172,avere,80872,Aveva,VA,aux
542230,avere,80872,ha,VA,sub
542240,avere,80872,ha,V,mod
542251,avere,80872,abbiamo,VA,mod_rel
542313,avere,80872,avete,VA,conj
542485,avere,80872,abbia,V,arg
542531,avere,80872,aver-,VA,subj
542612,avere,80872,aver-,V,arg
542644,avere,80872,AVER,VA,aux
542763,avere,80872,hai,V,conj
542765,avere,80872,Hai,V,ROOT
542772,avere,80872,hai,V,ROOT
542813,avere,80872,hai,V,aux
542868,avere,80872,aver-,V,subj
542959,avere,80872,ha,VA,_
542974,avere,80872,abbia,V,ROOT
543037,avere,80872,ho,VA,mod
543042,avere,80872,HO,VA,aux
543051,avere,80872,abbia,V,mod
543116,avere,80872,ho,V,arg
543145,avere,80872,abbiano,V,ROOT
543352,avere,80872,Avevano,VA,aux
543444,avere,80872,averi,S,subj
543452,avere,80872,aver,V,conj
543463,avere,80872,abbia,V,pred
543484,avere,80872,abbia,VA,mod
543583,avere,80872,abbi,V,conj
543629,avere,80872,abbia,VA,conj
543677,avere,80872,avremo,V,mod_rel
543702,avere,80872,avrebbe,VA,_
543721,avere,80872,HANNO,V,conj
543978,avere,80872,abbiamo,V,arg
544058,avere,80872,avrebbe,VA,ROOT
544067,avere,80872,abbiamo,VA,_
544077,avere,80872,abbiano,VA,mod_rel
544084,avere,80872,hanno,VA,sub
544255,avere,80872,avrei,V,sub
544353,avere,80872,Avrà,V,ROOT
544364,avere,80872,aveva,V,subj
544371,avere,80872,AVEVANO,VA,aux
544375,avere,80872,avevo,V,mod
544444,avere,80872,ho,VA,mod_rel
544448,avere,80872,avute,V,sub
544461,avere,80872,AVENDO,V,aux
544462,avere,80872,HO,VA,mod_rel
544481,avere,80872,avevano,VA,ROOT
544508,avere,80872,Avrebbero,VA,aux
544624,avere,80872,avere,S,subj
544632,avere,80872,hanno,VA,_
544740,avere,80872,avessero,VA,sub
544829,avere,80872,abbiano,VA,conj
544930,avere,80872,hanno,V,prep
544939,avere,80872,aveva,V,arg
545035,avere,80872,avrebbero,VA,mod_rel
545037,avere,80872,avrebbero,VA,conj
545229,avere,80872,abbiano,V,conj
545279,avere,80872,ebbero,V,mod_rel
545415,avere,80872,abbiamo,VA,subj
545420,avere,80872,Avere,V,ROOT
545473,avere,80872,ha,VA,ROOT
545549,avere,80872,aver-,V,sub
545641,avere,80872,avuti,V,mod_rel
545682,avere,80872,abbiamo,VA,mod
545811,avere,80872,avrebbe,VA,mod_rel
545893,avere,80872,aver-,VA,prep
546059,avere,80872,abbia,VA,sub
546142,avere,80872,Avevamo,V,ROOT
546263,avere,80872,aver-,V,mod_rel
546309,avere,80872,averi,S,prep
546567,avere,80872,avuti,V,ROOT
546666,avere,80872,Hanno,VA,ROOT
546679,avere,80872,avuta,V,mod
546680,avere,80872,ebbe,V,mod
546685,avere,80872,averi,S,obj
546687,avere,80872,aver-,V,conj
546705,avere,80872,avete,VA,ROOT
546759,avere,80872,avrebbe,V,conj
546760,avere,80872,avuto,V,pred
546787,avere,80872,avranno,V,arg
546815,avere,80872,hai,V,arg
547002,avere,80872,avuta,V,ROOT
547061,avere,80872,Abbiamo,VA,_
547063,avere,80872,ha,V,_
547079,avere,80872,Ho,VA,_
547105,avere,80872,Hanno,VA,_
547120,avere,80872,avevano,V,disj
547230,avere,80872,ebbe,V,conj
547607,avere,80872,AVEVO,V,ROOT
547741,avere,80872,AVEVA,VA,aux
547781,avere,80872,aveva,VA,ROOT
547874,avere,80872,ha,V,subj
547880,avere,80872,Avere,V,mod_rel
547882,avere,80872,Avremo,V,conj
547895,avere,80872,Ha,V,mod_rel
547905,avere,80872,Avrà,V,conj
547908,avere,80872,Ha,V,conj
548101,avere,80872,aver,VA,prep
548120,avere,80872,Avevano,VA,ROOT
548158,avere,80872,aveva,V,mod
548230,avere,80872,avrebbe,V,ROOT
548276,avere,80872,Ha,V,arg
548292,avere,80872,Avere,VA,aux
548467,avere,80872,Aver,VA,_
548518,avere,80872,avrebbe,VA,conj
548532,avere,80872,avessero,VA,ROOT
548590,avere,80872,Avrei,VA,aux
548636,avere,80872,avessero,V,mod
548735,avere,80872,avrei,V,conj
548791,avere,80872,aveva,VA,conj
548814,avere,80872,Avevo,V,mod
548966,avere,80872,avuta,V,sub
548970,avere,80872,Avrà,V,aux
549218,avere,80872,avessi,V,sub
549275,avere,80872,avranno,V,mod
549316,avere,80872,avrai,V,ROOT
549343,avere,80872,avevo,V,arg
549376,avere,80872,Ebbi,V,ROOT
549425,avere,80872,avessero,V,ROOT
549518,avere,80872,Avendo,V,aux
549820,avere,80872,avremo,V,sub
549911,avere,80872,avrò,V,aux
549973,avere,80872,ho,V,subj
550016,avere,80872,avrai,V,mod_rel
550122,avere,80872,ho,V,aux
550125,avere,80872,aveva,VA,comp
550273,avere,80872,avute,V,pred
550431,avere,80872,avessero,VA,mod_rel
550453,avere,80872,Ho,V,mod
550542,avere,80872,avrei,V,mod_rel
550549,avere,80872,HAI,V,ROOT
550551,avere,80872,aventi,V,mod_rel
550601,avere,80872,ho,VA,sub
550642,avere,80872,avevano,VA,sub
550649,avere,80872,ebbe,V,aux
550653,avere,80872,Ebbe,V,ROOT
550700,avere,80872,abbiamo,V,mod
550878,avere,80872,ha,VA,mod
550955,avere,80872,avuta,V,prep
551051,avere,80872,ebbi,VA,aux
551149,avere,80872,Ha,V,mod
551188,avere,80872,ho,V,mod
551329,avere,80872,avete,VA,mod
551476,avere,80872,ha,V,pred
551489,avere,80872,avete,VA,sub
551533,avere,80872,abbiamo,V,_
551580,avere,80872,Aveva,V,mod
551730,avere,80872,avevano,VA,mod
551828,avere,80872,HAI,V,sub
551831,avere,80872,AVERE,VA,ROOT
551883,avere,80872,avremo,V,arg
552109,avere,80872,avranno,V,disj
552170,avere,80872,AVREBBERO,VA,aux
552175,avere,80872,AVETE,VA,aux
552271,avere,80872,avevo,V,prep
552294,avere,80872,Avevano,V,ROOT
552355,avere,80872,avremo,V,mod
552420,avere,80872,avrei,V,ROOT
552782,avere,80872,AVERE,VA,aux
553090,avere,80872,avendo-,V,conj
553252,avere,80872,Avrei,VA,ROOT
553283,avere,80872,avere,V,obj
553466,avere,80872,Hai,V,mod
553501,avere,80872,avevamo,VA,ROOT
553568,avere,80872,Avrebbe,V,ROOT
553604,avere,80872,avuto,V,arg
553726,avere,80872,abbiano,V,mod
553758,avere,80872,avrebbe,VA,prep
553816,avere,80872,avesse,VA,subj
553855,avere,80872,avrò,V,prep
553861,avere,80872,Avete,VA,ROOT
554009,avere,80872,avere,S,ROOT
554051,avere,80872,abbia,VA,subj
554054,avere,80872,ebbero,V,sub
554178,avere,80872,Ho,V,conj
554207,avere,80872,avrò,V,ROOT
554215,avere,80872,AVREI,VA,aux
554437,avere,80872,avrò,V,arg
554461,avere,80872,HA,V,sub
554581,avere,80872,avrò,V,conj
554585,avere,80872,aver-,V,mod
554596,avere,80872,avere,V,pred
554606,avere,80872,hai,VA,mod_rel
554638,avere,80872,aver,VA,ROOT
554687,avere,80872,avrei,VA,pred
554792,avere,80872,Avendo,V,mod
554913,avere,80872,abbiano,V,pred
554991,avere,80872,aver-,VA,obj
555048,avere,80872,aveva,V,pred
555065,avere,80872,avrai,V,conj
555169,avere,80872,HO,V,ROOT
555173,avere,80872,HO,V,arg
555192,avere,80872,Hai,V,aux
555198,avere,80872,avrai,V,disj
555201,avere,80872,avrai,V,aux
555684,avere,80872,AVREMO,V,mod_rel
555819,avere,80872,avessi,V,aux
556263,avere,80872,ho,VA,subj
557005,avere,80872,Avevo,V,sub
557006,avere,80872,ho,V,prep
557300,avere,80872,Avrò,V,ROOT
557433,avere,80872,ABBIA,VA,aux
557729,avere,80872,avevo,V,pred
557848,avere,80872,abbiamo,VA,pred
557859,avere,80872,avere,S,obj
557862,avere,80872,aver-,V,ROOT
557897,avere,80872,Ho,V,prep
558397,avere,80872,hai,V,prep
558614,avere,80872,avevo,V,subj
558886,avere,80872,avevano,V,arg
558899,avere,80872,ho,VA,_
558910,avere,80872,avuta,V,conj
558971,avere,80872,avendo,V,sub
558986,avere,80872,aventi,V,mod
559057,avere,80872,abbia,V,subj
559077,avere,80872,avrebbe,V,aux
559972,avere,80872,Abbia,V,ROOT
559995,avere,80872,avrebbe,VA,sub
560303,avere,80872,avremmo,VA,ROOT
560792,avere,80872,avute,V,subj
561185,avere,80872,abbia,VA,ROOT
561204,avere,80872,avere,S,pred
561243,avere,80872,Aveva,V,sub
561258,avere,80872,avuti,V,conj
561284,avere,80872,avuta,V,mod_rel
561327,avere,80872,ebbe,V,arg
561496,avere,80872,abbi,V,ROOT
561529,avere,80872,ebbi,V,mod_rel
561620,avere,80872,aveva,VA,prep
561795,avere,80872,hanno,V,subj
561826,avere,80872,AVREBBE,VA,aux
562936,avere,80872,avete,VA,subj
563001,avere,80872,hanno,VA,mod
563195,avere,80872,avevamo,VA,mod_rel
563444,avere,80872,Abbiate-,V,ROOT
563795,avere,80872,aventi,V,obj
564010,avere,80872,avrà,V,mod
564129,avere,80872,avute,V,conj
564236,avere,80872,Avremo,V,ROOT
564795,avere,80872,Ho,V,arg
565153,avere,80872,HO,V,sub
565274,avere,80872,aventi,V,sub
565444,avere,80872,ebbi,V,ROOT
565503,avere,80872,avesse,VA,pred
565941,avere,80872,avranno,V,prep
566063,avere,80872,avente,V,mod
566169,avere,80872,averi,S,conj
566946,avere,80872,aveva,V,prep
566970,avere,80872,avrebbero,VA,sub
567056,avere,80872,aventi,V,pred
567112,avere,80872,avessero,VA,conj
567410,avere,80872,avendo-,V,mod_rel
567433,avere,80872,avremmo,VA,sub
567532,avere,80872,avranno,V,subj
567563,avere,80872,Abbi,V,ROOT
567901,avere,80872,avremo,V,aux
567955,avere,80872,avremmo,VA,conj
567956,avere,80872,avrebbe,V,arg
568525,avere,80872,avrò,V,mod_rel
568753,avere,80872,avrò,V,pred
